,DATE,MESSAGE
59,15/8/2022,"𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝗮𝗿𝘆

You may have heard of the recent three new land sites, including one that received some flak given it means the 24-hour leisure park Orto has to go. Read on to find out more about our thoughts on these plots!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/3-interesting-upcoming-residential-sites-to-watch-out-for-orto-yishun-jalan-tiga-ratus-teban-gardens/"
60,15/8/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗦𝘁𝗼𝗿𝗶𝗲𝘀

In 2020, Windsor Park made the news for two Good Class Bungalows sold during Circuit Breaker - one without the buyer even viewing it! In this article, we tour the estate to see what the area is like and what you can expect to live here.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/touring-windsor-park-estate-freehold-landed-living-close-to-crazy-rich-asians-nature-and-amenities/"
61,14/8/2022,"𝗦𝘁𝗮𝗰𝗸𝗲𝗱 𝗟𝗶𝘃𝗶𝗻𝗴 𝗜𝗻

This week, we visit one of the most uniquely designed homes that was specially built for a family with two young daughters. Designed by Gwen Tan of Formwerkz Architects, it was conceptualised based on the brief from the family: the father wanted his daughters to experience the joy of running around freely as they were growing up. As such, the aptly named Ramp House was designed with ramps that wrap around the house that can take you from the garden on the ground floor to the rooftop 20-metre swimming pool.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/ZNZ8QkbTY40"
62,14/8/2022,"𝗖𝗼𝗻𝗱𝗼 𝗥𝗲𝘃𝗶𝗲𝘄𝘀

Anne and her husband never expected to purchase an Executive Condominium (EC), nor was she expecting to call Sengkang her home as they planned to purchase a BTO initially. However, she ended u
p buying The Vales  EC due to their tight timeline. Read on to learn more about her experience living in this EC.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/ive-lived-at-the-vales-ec-at-sengkang-for-5-years-heres-my-review-of-what-its-like-for-family-living/"
63,13/8/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗣𝗶𝗰𝗸𝘀

Dual key units aren't exactly neatly labelled in property portals or in private property records, so if you're on the lookout for one, here's a detailed list of 117 condos with dual key units you can consider!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/93-dual-key-condos/"
64,12/8/2022,"𝗔𝗱𝘃𝗶𝗰𝗲

With a $650K profit from the sale of your home, should you decouple or buy a larger HDB? Read on to find out what we think!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/we-make-180k-per-annum-should-we-sell-our-ec-for-650k-profit-to-buy-2-condos-or-just-a-bigger-hdb/"
65,12/8/2022,"𝗕𝘂𝘆𝗶𝗻𝗴

It's common for first-time home buyers to jump into the process thinking that everything would flow smoothly, only to encounter roadblocks later on (sometimes after putting up a significant amount of time and money into the process!). In this article, we look at 10 misconceptions you should know about before you start your house-buying journey.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/10-common-misconceptions-about-home-buying-in-2022-you-dont-want-to-get-these-wrong/"
66,11/8/2022,"𝗦𝘁𝗮𝗰𝗸𝗲𝗱 𝗜𝗻𝘀𝗶𝗱𝗲𝗿 𝗧𝗼𝘂𝗿

Ghim Moh Edge was launched in November 2012, with prices at that time (excluding grants) of $99k for the studio apartments, 3-room flats from $242k and 4-room flats from $366k. It’s located at Commonwealth Avenue West and Ghim Moh Link, and it’s got a good location given you can just walk to Buona Vista MRT (which has the East West and Circle line) and Star Vista too. It is 38-storeys high so you do get nice views of the area, and has 5 residential blocks that comprises 1,179 units of studio apartments, 3, and 4-room standard flats.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/tR0B6lbkYdo"
67,11/8/2022,"**Units Of The Week

**Thinking about staying near a popular primary school? Here are 5 uniquely designed HDBs that are within the 1KM range!

**Read Now **➡️ https://stackedhomes.com/editorial/5-uniquely-designed-hdbs-within-1-km-of-singapores-top-primary-schools/"
68,11/8/2022,"𝗡𝗲𝘄 𝗟𝗮𝘂𝗻𝗰𝗵 𝗥𝗲𝘃𝗶𝗲𝘄𝘀

This is our review of The Hyde, a unique boutique freehold condo located in the Balmoral area. We did a showflat review back in 2020, and we must say that the showflat certainly didn't do justice to the place - and that became apparent now that it's built!


Perhaps it’s no surprise there because Aurum Land is well-known for its boutique developments and bold design concepts.

So if you're looking out for a luxury boutique project, would The Hyde be suitable for you?

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/the-hyde-condo-review/"
69,11/8/2022,"𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿

Executive maisonettes have gained a lot of popularity in recent Covid-19 years. Its two-storey design and innovative layout could be why it is still in demand today. With a limited supply and demand of such units, it was a valuable opportunity for Cara and Matt because the property ticks all checkboxes in their criteria. Read more about their journey on how they transformed an old 1986 executive maisonette into a cosy modern farmhouse.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/how-a-couple-converted-an-old-1986-executive-maisonette-into-a-cosy-modern-farmhouse-home/"
70,9/8/2022,"**Commentary

**Your condo manage (MCST) plays a big role in determining the liveability and desirability of the condo - and hence, how desirable it is to future buyers. In this article, we look at some of the issues that can arise as well as tips on how to deal with them.

Read Now ➡️ https://stackedhomes.com/editorial/your-condo-management-or-mcst-can-affect-your-future-profits-7-must-know-tips-to-deal-with-issues/"
71,9/8/2022,"**Property Stories

**To celebrate Singapore's 57th year of independence, we look at 57 interesting HDB facts that you may not know about!

**Read Now **➡️ https://stackedhomes.com/editorial/57-incredibly-interesting-hdb-facts-to-know-on-singapores-national-day/"
72,9/8/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗦𝘁𝗼𝗿𝗶𝗲𝘀

You may have heard of the €1 homes in Italy - and as you know, if it's too good to be true, it probably is! So what exactly does this scheme entail? Read on to find out more!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/e1-homes-in-italy-are-a-huge-draw-for-singaporeans-but-is-it-too-good-to-be-true/"
73,8/8/2022,"𝗔𝗻𝗮𝗹𝘆𝘀𝗶𝘀

Is buying during the ghost festival period unprofitable? In this article, we look at the past transaction data to see whether those who bought during this period fared. Read on to find out more!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/buying-a-home-during-hungry-ghost-month-does-bad-luck-translate-to-lesser-profit/"
74,8/8/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗦𝘁𝗼𝗿𝗶𝗲𝘀

We've received some feedback on exploring the west coast landed enclave. The area used to be known as a ""Japanese area"" due to the presence of Japanese schools, however, it's more cosmopolitan in recent years. Today, it's a less crowded landed area that's known to be close to many schools. If you're looking out for a landed home, join TJ in her tour of this enclave to explore more of what this place has to offer!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/touring-west-coast-landed-estate-999-year-landed-homes-thats-less-crowded-and-near-many-schools/"
75,7/8/2022,"𝗦𝘁𝗮𝗰𝗸𝗲𝗱 𝗟𝗶𝘃𝗶𝗻𝗴 𝗜𝗻

This week, we visit a stylishly designed home at Rivertrees Residences in Fernvale. Homeowners Jocelyn and Eugene have transformed the space into one that is on the darker, more sultry side but still kept light with the cement screed walls in the living room. They also chose to go with large format tiles on the floor, which helps the place look much cleaner with fewer lines.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/nGGXECfAeCw"
76,7/8/2022,"𝗖𝗼𝗻𝗱𝗼 𝗥𝗲𝘃𝗶𝗲𝘄𝘀

What's it like staying in D'Leedon? In this article, Sandy shares her experience living in this district 10 condo, why she chose it over others (like Parvis and Leedon Residence) as well as what living in D'Leedon is like.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/ive-lived-at-dleedon-for-2-years-heres-my-review-of-what-its-like-staying-at-a-mega-development/"
77,6/8/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗣𝗶𝗰𝗸𝘀

Are you looking out for a more private home with full-fledged condo facilities? Here are 8 that you may want to consider!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/8-freehold-condos-below-250-units-but-still-have-a-tennis-court-swimming-pool/"
78,5/8/2022,"𝗔𝗱𝘃𝗶𝗰𝗲

In this week's Advice article, we share our thoughts on three developments in the Hougang area with an HDB upgrader looking at a 2+study/3 bedroom unit that's great for both own stay and potential capital appreciation.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/will-kingsford-waterbay-boathouse-residences-or-riversails-be-a-better-choice-for-a-couple-looking-to-upgrade-from-their-hdb/"
79,4/8/2022,"𝗧𝗮𝘀𝘁𝗲𝗺𝗮𝗸𝗲𝗿𝘀

This week in Tastemakers, Aiken and Reuben tour a truly differentiated lighting gallery in Singapore. It’s set in a 3-storey shophouse on Craig Road, and carries some of the most unique lighting products that you’d ever see in Singapore. Dubbed Galerie 5 by Sol Luminaire, it’s a space that combines lighting pieces with art and artisanal products.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/xtH_XY0iT_Y"
80,4/8/2022,"Units Of The Week

On the lookout for an HDB with a balcony and little renovation works needed? Here are 5 that caught our attention over the last week!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/5-unique-hdbs-with-balconies-that-are-nicely-renovated/"
81,4/8/2022,"**Interior

**The renovation journey has many challenges (as so many homeowners attest), and while IDs play the main role in ensuring the renovation goes well and smoothly, there are some things we can do to better manage the whole process as homeowners. In this article, we outline 6 such ways.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/the-secret-to-a-successful-renovation-process-6-ways-to-better-manage-expectations-with-your-id/"
82,3/8/2022,"**Interior

**Ever heard of a coastal home design? You may have seen such designs in magazines or online and wondered how to achieve this look. In this article, Mareenah and her husband share how they achieved their coastal look, inspired by their family holidays and honeymoon spent at a beach in the Maldives, as well as their renovation journey.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/tour-a-incredible-60k-hdb-transformation-how-a-couple-self-designed-a-modern-coastal-retreat/"
83,3/8/2022,"𝗕𝘂𝘆𝗶𝗻𝗴

Sometimes, we can get too caught up with the aspiration of owning a condo that we overlook certain hidden fees such as the maintenance fees that are paid each month or quarter. If this is a concern for you, here are 7 ways you can find condos with lower maintenance fees

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/7-smart-ways-to-find-condos-with-lower-maintenance-fees/"
84,2/8/2022,"𝗦𝘁𝗮𝗰𝗸𝗲𝗱 𝗜𝗻-𝗛𝗼𝘂𝘀𝗲

This week, we tour a bright and airy 1,572 square feet duplex condo unit at Suites at Orchard. It’s got a convenient location just outside Plaza Singapura and The Atrium @ Orchard - which means that besides shopping and eating, you have nearly immediate access to 3 MRT lines (North East, North South, Circle). 

It was built by developer Allgreen Properties in 2015, and has a total of just 118 units. 

The unit itself is a 3 bedroom 3 bathroom duplex condo, with one bedroom set on the first floor, and the other two bedrooms on the second. While there is already a balcony on the first floor, the master bedroom has a balcony too.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/64wtyECSnm8"
85,2/8/2022,"𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝗮𝗿𝘆

Everyone has an agent friend whom they’ve known from secondary school/army and is now seemingly leading a glamorous life. Flashy cars, luxury watches, and constant postings on social media is all part of it. But here's the reality - most agents aren't actually doing as well as you might think. Here are 5 hard truths about being a property agent in Singapore no one really talks about.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/5-hard-truths-about-being-a-property-agent-in-singapore-no-one-tells-you/"
86,1/8/2022,"𝗖𝗼𝗻𝗱𝗼 𝗥𝗲𝘃𝗶𝗲𝘄𝘀

Thinking of staying in the east? In this article, T shares his decision on why he settled on Changi Court, as well as what it's like living there.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/ive-lived-at-changi-court-for-5-years-and-now-rent-it-out-heres-my-personal-review/"
87,1/8/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗦𝘁𝗼𝗿𝗶𝗲𝘀

We've received some feedback asking us to tour Gerald Mugliston Estate - and we can see why. The estate is spacious, quiet, and situated between two malls. For those looking for landed homes, join TJ as she tours and estate and shares her thoughts!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/touring-gerald-mugliston-estate-a-freehold-landed-estate-with-no-parking-problems-spacious-too/"
88,31/7/2022,"𝗦𝘁𝗮𝗰𝗸𝗲𝗱 𝗟𝗶𝘃𝗶𝗻𝗴 𝗜𝗻

This week, we visit an older boutique condo located in the Katong area. Homeowners Andy and Wynn decided to design their 1,206 square feet condo into something a little more unusual - a modern french themed home.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/KtmAr3K7Wyk"
89,31/7/2022,"𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿

Japandi - a combination of “Japanese” and “Scandinavian” brings together Scandinavian warmth and modernity with the elegant and beautiful Japanese aesthetic. In this article, SL and JL share their Japandi-inspired home renovation and the lessons they learned during the process of bringing their vision to reality.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/tour-an-old-1987-hdb-transformation-how-a-couple-achieved-a-japandi-look-with-a-90k-reno-budget/"
90,30/7/2022,"𝗥𝗲𝘀𝗮𝗹𝗲 𝗛𝗗𝗕

It's been more than a year since we last looked at the 5 cheapest places to buy a 5-room flat - and so much has changed since! Here's an updated look at 5-room flat prices and the cheapest transactions this year.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/where-to-find-the-cheapest-5-room-resale-flats-in-2022/"
91,29/7/2022,"𝗔𝗱𝘃𝗶𝗰𝗲

In this week's Advice, we shared our thoughts on what is more suitable to this retiree looking for a suitable place to call home while having the option to earn rental income without disrupting their lifestyle. Read on to find out more!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/im-a-retiree-with-700k-looking-to-settle-down-is-a-dual-key-condo-or-hdb-better/"
92,29/7/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗣𝗶𝗰𝗸𝘀

Looking out for a freehold property with great facilities that's also more exclusive and private? Here are 10 such developments you can consider!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/10-small-freehold-condos-with-less-than-150-units-but-still-offer-a-tennis-court-swimming-pool/"
93,28/7/2022,"𝗧𝗮𝘀𝘁𝗲𝗺𝗮𝗸𝗲𝗿𝘀

This week in Tastemakers, Aiken  and Reuben tour one of the most unique places that we’ve come by in Singapore. Located in Siglap, the Sundowner was a creation of Clarence who after chancing upon the space, immediately fell in love with it. It’s a bit hard to explain in just a couple of words, but here’s some of the varied activities that you can do in the space.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/soBgQRYve7s"
94,28/7/2022,"𝗨𝗻𝗶𝘁𝘀 𝗢𝗳 𝗧𝗵𝗲 𝗪𝗲𝗲𝗸

Looking for the most affordable 3-bedroom condo without any concern for its age? Here are 5 that caught our attention over the last week! Make sure to subscribe to our curated picks newsletter to get them straight when we hit publish!

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 https://stackedhomes.com/editorial/5-cheapest-3-bedroom-units-under-1-2-million/"
95,28/7/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗦𝘁𝗼𝗿𝗶𝗲𝘀

Skypark Residences has a pretty unique selling point - a 1,250 sqm rooftop park on the 15th storey. The Executive Condo is situated in the northern region of Singapore. Here's a resident's review of the development and what it's like living there.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/a-residents-review-of-skypark-residences-at-sembawang-heres-an-insider-look-at-what-its-like-to-live-there/"
96,27/7/2022,"𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿

Thinking of having a chic mid-century modern look for your home? This 4-room HDB home by Shannon and Shawn features a ""reverse kueh salat"" given their half-wall colours which worked wonderfully with their mid-century modern them. Read on to find out more about their obstacles and success of balancing comfort and style for their home renovation journey.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/tour-this-chic-mid-century-modern-home-how-a-couple-made-use-of-colours-and-iconic-lamps-to-create-a-clean-looking-design/"
97,27/7/2022,"𝗖𝗼𝗺𝗺𝗲𝗻𝘁𝗮𝗿𝘆

In 2019, many in the property market were speculating that a large oversupply of homes would cause a fall in property prices. Some held onto that belief - until it was too late. In this article, we look at the 5 property predictions made that did not materialise in the end.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/5-failed-property-predictions-that-everyone-thought-would-come-true-thanks-to-covid-19/"
98,26/7/2022,"𝗦𝘁𝗮𝗰𝗸𝗲𝗱 𝗢𝗽𝗶𝗻𝗶𝗼𝗻𝘀

Curves are everywhere. From arches in the bedrooms, to kitchen islands, to the sofa in your living room - it’s a trend that seemingly has legs to stay for some time. Soft edges and curves do help to soften the look of a room, but is that the only reason why?

In this episode, we explore the trend of curves, and some of the scientific reasoning behind why this is so popular right now.

𝗪𝗮𝘁𝗰𝗵 𝗡𝗼𝘄 ➡️ https://youtu.be/b2rwoyZD0po"
99,26/7/2022,"𝗣𝗿𝗼𝗽𝗲𝗿𝘁𝘆 𝗦𝘁𝗼𝗿𝗶𝗲𝘀

What are the lives of construction workers in Singapore like? In this article, John spends 24 hours behind the scene with several workers working for a construction company to get a glimpse into the lives of those who built our homes.

𝗥𝗲𝗮𝗱 𝗡𝗼𝘄 ➡️ https://stackedhomes.com/editorial/i-lived-ate-and-worked-with-migrant-workers-for-24-hours-an-insider-look-at-the-people-that-build-our-homes/"
